brand,Model_Name,price,price_num,head_size,head_size_in2,length,length_in,weight,weight_g,tension,tension_low_lbs,tension_high_lbs,tension_mid_lbs,balance,balance_pts,beam_width,beam_mm_avg,composition,flex,flex_ra,grip_type,power_lv,power_lv_num,string_pa,swing_sp,swing_sp_num,swing_we,swing_weight
Wilson,Pro Staff (305g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,20.6mm,20.6,Braided Graphite + Basalt,62,62.0,Wilson Pro Performance,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,331,331.0
Wilson,Clash (265g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 9.9 oz / 281 g Unstrung — 9.3 oz / 265 g,281.0,48-58 Pounds,48.0,58.0,53.0,1 Pt Head Light,-1.0,24.5mm,24.5,High Performance Carbon Fiber,54,54.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,300,300.0
Pro,Pro (310g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-65 Pounds,50.0,65.0,57.5,8 Pts Head Light,-8.0,21.5mm,21.5,Graphite/Spiraltech Carbon,66,66.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 20 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Yonex,VCORE 100 (301g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 301 g,318.0,45-60 Pounds,45.0,60.0,52.5,4 Points Head Light,-4.0,24/25/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,69,69.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,320,320.0
Babolat,Pure Strike (306g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 306 g,323.0,50-59 Pounds,50.0,59.0,54.5,4 Pts Head Light,-4.0,21/23/21mm,21.0,Graphite,67,67.0,Skin Feel,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,330,330.0
Dunlop,CX 200 (306g),$99.99,99.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 306 g,323.0,45-60 Pounds,45.0,60.0,52.5,6 Pts Head Light,-6.0,21.5mm,21.5,Sonic Core with Infinergy,64,64.0,Dunlop Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,318,318.0
Babolat,Pure Drive/Aero Tour (315g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.7 oz / 330 g Unstrung — 11.1 oz / 315 g,330.0,50-59 Pounds,50.0,59.0,54.5,6 Pts Head Light,-6.0,23/26/23mm,23.0,Graphite,65,65.0,Babolat Syntec Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,331,331.0
Wilson,Clash (280g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,48-58 Pounds,48.0,58.0,53.0,6 Pts Head Light,-6.0,24.5mm,24.5,High Performance Carbon Fiber,52,52.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Yonex,VCORE 100 (272g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.6 oz / 272 g,286.0,49-55 Pounds,49.0,55.0,52.0,3 Pts Head Light,-3.0,24/26/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,65,65.0,Yonex Synthetic,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,305,305.0
Wilson,Pro Staff (290g),$199,199.0,104 sq. in MP,104.0,27.5 inches,27.5,Strung — 10.8 oz / 306 Unstrung — 10.2 oz / 290 g,290.0,50-60 Pounds,50.0,60.0,55.0,6 Points Head Light,-6.0,22mm,22.0,Braided Graphite + Basalt,60,60.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,321,321.0
Tecnifibre,TF-X1 (270g),$209.95,209.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,49-59 Pounds,49.0,59.0,54.0,Even Balance,0.0,25/26.6/24.7mm,24.7,Graphite,73,73.0,Tecnifibre Wax Grip Feel,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Volkl,Volkl (290g),$179.99,179.99,104 sq. in MP,104.0,27.3 inches,27.3,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/25/23mm,23.0,V Cell & Graphite,70,70.0,Volkl Perforated,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,321,321.0
Volkl,Volkl (285g),$199.99,199.99,110 sq. in OS,110.0,27.6 inches,27.6,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,50-60 Pounds,50.0,60.0,55.0,5 Pts Head Light,-5.0,26/23/29mm,29.0,Vcell/Graphite,68,68.0,Volkl Synthetic,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,325,325.0
Pro,Pro (280g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,50-65 Pounds,50.0,65.0,57.5,1 Pts Head Light,-1.0,24mm,24.0,Graphite/Spiraltech Carbon,71,71.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,311,311.0
Volkl,Volkl (285g),$199.99,199.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/20/23mm,23.0,Vcell/Graphite,69,69.0,Volkl Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,312,312.0
Pro,Pro (305g),$159,159.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 11.2 oz / 318 g Unstrung — 10.8 oz / 305 g,318.0,52-68 Pounds,52.0,68.0,60.0,9 Pts Head Light,-9.0,20mm,20.0,Graphite,62,62.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,315,315.0
Pro,Pro (280g),$219,219.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,50-65 Pounds,50.0,65.0,57.5,1 Pts Head Light,-1.0,24mm,24.0,High Modulus Graphite/Spiraltech Carbon,70,70.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Pro,Pro (300g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,50-65 Pounds,50.0,65.0,57.5,7 Pts Head Light,-7.0,22mm,22.0,Graphite/Spiraltech Carbon,71,71.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,316,316.0
Volkl,Volkl (300g),$169.99,169.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/24/23mm,23.0,Vcell/Graphite,70,70.0,Volkl Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,319,319.0
Dunlop,SX 300 (285g),$139,139.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.6 oz / 301 g Unstrung — 10.1 oz / 285 g,301.0,40-60 Pounds,40.0,60.0,50.0,2 Pts Head Light,-2.0,23/26/24mm,24.0,Graphite,69,69.0,Dunlop Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,314,314.0
Yonex,VCORE 100 (270g),$209,209.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10 oz / 283 g Unstrung — 9.5 oz / 270 g,283.0,40-55 Pounds,40.0,55.0,47.5,3 Pts Head Light,-3.0,23.5/26/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,66,66.0,Yonex Synthetic,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,300,300.0
Pro,Pro (265g),$219,219.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 9.9 oz / 281 g Unstrung — 9.3 oz / 265 g,281.0,50-65 Pounds,50.0,65.0,57.5,Even Balance,0.0,24mm,24.0,High Modulus Graphite/Spiraltech Carbon,72,72.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,305,305.0
Pro,Pro (285g),$169,169.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.6 oz / 300 g Unstrung — 10.1 oz / 285 g,300.0,50-65 Pounds,50.0,65.0,57.5,2 Pts Head Light,-2.0,22mm,22.0,Graphite/Spiraltech Carbon,69,69.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,307,307.0
Pro,Pro (280g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,50-65 Pounds,50.0,65.0,57.5,1 Pts Head Light,-1.0,24mm,24.0,Graphite/Spiraltech Carbon,68,68.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,311,311.0
Pro,Pro (260g),$189,189.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 9.7 oz / 275 g Unstrung — 9.1 oz / 260 g,275.0,50-65 Pounds,50.0,65.0,57.5,2 Pts Head Light,-2.0,26mm,26.0,Graphite/Spiraltech Carbon,72,72.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,316,316.0
Volkl,Volkl (325g),$159.99,159.99,96 sq. in MP,96.0,27 inches,27.0,Strung — 12 oz / 340 g Unstrung — 11.5 oz / 325 g,340.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22mm,22.0,Vcell/Graphite,68,68.0,Volkl Leather,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Pro,Pro (265g),$219,219.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 9.9 oz / 281 g Unstrung — 9.3 oz / 265 g,281.0,50-65 Pounds,50.0,65.0,57.5,Even Balance,0.0,24mm,24.0,High Modulus Graphite/Spiraltech Carbon,72,72.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,305,305.0
Pro,Pro (280g),$219,219.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,50-65 Pounds,50.0,65.0,57.5,1 Pts Head Light,-1.0,24mm,24.0,High Modulus Graphite/Spiraltech Carbon,70,70.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Prince,Prince (310g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22/23/20mm,20.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Low,1.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Prince,Prince (300g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,69,69.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,320,320.0
Prince,Prince (310g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22/20/22mm,22.0,Textreme/Twaron/Graphite,65,65.0,Prince Leather,Low,1.0,"16 Mains / 18 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Prince,Prince (290g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,22/23/20mm,20.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,317,317.0
Prince,Prince (305g),$189,189.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,45-55 Pounds,45.0,55.0,50.0,6 Pts Head Light,-6.0,21mm,21.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Prince,Prince (280g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,67,67.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Prince,Prince (300g),$169,169.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Prince,Prince (275g),$169,169.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 10.3 oz / 292 g Unstrung — 9.7 oz / 275 g,292.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,316,316.0
Prince,Prince (320g),$199,199.0,95 sq. in MP,95.0,27 inches,27.0,Strung — 11.9 oz / 337 g Unstrung — 11.3 oz / 320 g,337.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22mm,22.0,Textreme/Twaron/Graphite,64,64.0,Prince Leather,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Prince,Prince (305g),$189,189.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,45-55 Pounds,45.0,55.0,50.0,6 Pts Head Light,-6.0,21mm,21.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Prince,Prince (290g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,22/23/20mm,20.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,317,317.0
Prince,Prince (310g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22/23/20mm,20.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Low,1.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Prince,Prince (310g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22/20/22mm,22.0,Textreme/Twaron/Graphite,65,65.0,Prince Leather,Low,1.0,"16 Mains / 18 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Prince,Prince (280g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,69,69.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,311,311.0
Prince,Prince (255g),$179,179.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 9.6 oz / 272 g Unstrung — 9.0 oz / 255 g,272.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Heavy,1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,305,305.0
Dunlop,CX 200 (305g),$179.99,179.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,45-65 Pounds,45.0,65.0,55.0,6 Pts Head Light,-6.0,21.5mm,21.5,Sonic Core with Infinergy / Graphite,65,65.0,Dunlop Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,319,319.0
Prince,Prince (300g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,69,69.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,320,320.0
Prince,Prince (290g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,22/23/20mm,20.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,317,317.0
Prince,Prince (265g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10 oz / 283 g Unstrung — 9.3 oz / 265 g,283.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Heavy,1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,64,64.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,309,309.0
Prince,Prince (280g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,67,67.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Prince,Prince (290g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,22/23/20mm,20.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,317,317.0
Dunlop,SX 300 (270g),$139,139.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,40-60 Pounds,40.0,60.0,50.0,1 Pts Head Light,-1.0,23/26.5/23mm,23.0,Sonic Core with Infinergy / Graphite,66,66.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,313,313.0
Prince,Prince (305g),$189,189.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,45-55 Pounds,45.0,55.0,50.0,6 Pts Head Light,-6.0,21mm,21.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Pro,Pro (325g),$179,179.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 12.1 oz / 343 g Unstrung — 11.5 oz / 325 g,343.0,50-65 Pounds,50.0,65.0,57.5,7 Pts Head Light,-7.0,19mm,19.0,Graphite/Spiraltech Carbon,60,60.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 20 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,332,332.0
Prince,Prince (255g),$179,179.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 9.6 oz / 272 g Unstrung — 9.0 oz / 255 g,272.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Heavy,1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,66,66.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,305,305.0
Prince,Prince (275g),$169,169.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 10.3 oz / 292 g Unstrung — 9.7 oz / 275 g,292.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,24/26/22mm,22.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,316,316.0
Prince,Prince (305g),$189,189.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,45-55 Pounds,45.0,55.0,50.0,6 Pts Head Light,-6.0,21mm,21.0,Textreme/Twaron/Graphite,65,65.0,Prince ResiPro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0